,TEI,TEO,TCI,TCO,Heat,FWC,FWE
5433,53.19,52.47,75.13,77.92,23.76,267.9,214.7
5434,46.23,43.54,58.1,62.52,26.47,268.3,214.6
5435,49.91,42.73,77.63,85.94,36.84,266.8,214.0
5436,56.79,52.55,85.12,91.1,37.2,267.2,215.3
5437,56.34,47.68,71.2,81.19,55.72,268.2,215.6
5438,50.73,46.7,75.01,80.74,32.89,267.2,216.6
5439,55.85,52.88,82.46,87.41,37.51,268.7,216.3
5440,43.2,42.36,60.64,63.67,30.134,269.1,214.5
5441,49.01,47.68,76.16,79.68,34.603,269.7,214.1
5442,48.27,47.31,75.58,78.65,26.61,269.3,217.6
5443,48.4,47.43,75.83,78.82,24.24,269.1,215.5
5444,46.06,43.75,82.09,86.47,36.79,269.7,215.6
5445,51.26,47.19,85.33,91.22,40.01,268.0,215.0
5446,49.01,47.39,85.21,88.89,29.54,267.3,216.4
5447,48.15,46.9,64.69,67.92,25.778,269.9,214.3
5448,51.43,46.66,66.17,72.31,32.98,274.7,215.8
5449,49.22,47.84,84.92,88.4,31.08,269.2,214.8
5450,60.27,52.22,85.37,94.83,52.45,267.0,215.6
5451,53.23,52.51,74.72,77.59,26.686,267.4,214.9
5452,43.65,42.07,80.78,84.59,38.373,272.0,216.2
5453,48.64,42.64,68.09,75.79,48.258,266.8,215.5
5454,62.03,53.53,75.5,85.41,51.2,264.0,215.8
5455,46.43,42.19,80.21,86.43,48.723,268.7,214.7
5456,60.43,52.43,85.41,94.95,55.35,265.3,215.2
5457,59.82,53.04,78.37,85.74,12.66,267.4,214.7
5458,56.79,48.21,75.83,85.94,58.18,265.1,215.9
5459,48.97,47.48,66.25,69.64,24.59,271.1,215.4
5460,56.09,47.27,75.22,85.41,56.61,266.2,215.0
5461,49.17,41.99,78.49,86.96,41.86,267.6,215.8
5462,46.14,42.56,62.44,67.47,23.17,270.9,215.9
5463,56.14,47.68,71.12,81.03,54.56,266.1,216.5
5464,54.25,48.46,79.31,86.92,53.329,269.0,216.0
5465,51.3,47.23,85.33,91.14,38.03,269.8,215.4
5466,54.83,49.11,65.22,71.73,18.58,274.3,215.0
5467,46.64,42.52,80.13,86.15,44.77,269.0,214.7
5468,56.67,49.44,85.25,93.93,46.78,266.3,215.9
5469,53.06,52.39,75.38,78.16,23.73,266.2,216.2
5470,45.65,41.33,69.48,75.54,39.824,269.5,215.3
5471,46.14,42.36,61.17,66.57,31.828,269.5,214.0
5472,59.21,52.14,76.2,83.53,6.74,275.4,217.5
5473,50.85,43.09,66.74,75.79,48.13,268.4,215.1
5474,51.43,47.31,73.58,79.27,30.46,268.9,216.2
5475,54.54,52.47,84.18,88.32,35.56,269.5,214.2
5476,52.66,51.94,75.13,77.96,24.55,265.5,214.2
5477,54.21,47.88,68.7,76.77,53.153,267.7,215.7
5479,52.98,47.93,75.3,81.93,36.95,267.4,215.6
5480,53.31,51.82,62.48,65.71,17.66,269.8,215.1
5481,43.65,42.36,62.4,65.8,30.725,269.1,214.1
5482,47.5,42.52,65.14,71.69,36.71,268.6,216.3
5483,48.32,47.35,75.79,78.82,27.18,271.3,214.6
5484,61.79,54.39,84.88,93.15,24.44,266.2,216.6
5485,60.48,52.27,85.62,95.32,56.47,265.8,214.9
5486,46.39,42.44,80.78,86.84,51.961,269.9,215.1
5487,56.91,52.02,75.62,82.09,33.88,266.6,216.6
5488,45.98,41.42,70.92,77.18,41.32,270.3,214.9
5489,48.97,47.68,65.76,68.99,23.81,269.6,215.5
5490,52.0,47.76,86.11,92.21,43.27,269.1,215.7
5491,48.52,46.94,85.45,89.18,34.57,269.3,214.4
5492,55.64,48.58,85.41,94.17,54.69,267.5,217.4
5493,50.73,42.64,67.27,76.61,49.95,269.4,215.5
5494,52.16,42.89,70.14,80.78,58.33,265.2,215.1
5495,48.23,46.9,65.02,68.29,23.93,270.1,216.4
5496,59.04,52.06,70.3,78.73,45.25,265.3,214.7
5497,55.73,49.48,76.93,85.12,56.856,265.7,216.8
5498,49.01,47.43,85.78,89.38,30.59,270.9,214.3
5499,56.79,52.51,85.21,91.14,35.91,268.9,215.1
5500,55.32,48.17,85.37,94.13,57.03,270.1,216.1
5501,60.6,52.39,85.66,95.36,53.23,266.5,217.6
5502,51.26,46.08,65.72,72.43,37.85,268.8,215.3
5503,50.08,46.0,75.17,81.23,47.326,269.3,215.4
5504,56.5,52.1,66.0,72.14,36.17,265.6,216.1
5505,53.68,52.35,62.4,65.55,18.96,270.9,217.4
5506,56.01,51.9,65.35,70.95,27.36,268.4,215.6
5507,43.28,42.11,69.48,72.8,31.712,270.5,214.7
5508,46.27,41.66,70.96,77.26,41.841,270.9,215.2
5509,55.97,51.94,65.31,70.87,28.83,267.3,214.0
5510,48.19,47.11,75.3,78.57,30.731,267.3,215.6
5511,55.93,47.39,77.18,86.88,45.67,266.2,215.5
5512,46.23,41.87,80.17,86.35,43.04,268.7,214.9
5513,61.13,52.31,75.42,85.65,53.13,263.3,215.5
5514,48.32,47.35,75.79,78.78,25.04,269.4,213.9
5515,50.12,42.15,66.49,75.91,53.66,267.1,215.6
5516,49.01,41.74,63.71,72.39,49.537,267.9,214.4
5517,49.01,47.48,66.25,69.64,24.24,270.5,213.0
5518,52.2,52.92,59.53,60.88,12.92,270.5,215.6
5519,43.52,42.52,68.3,71.45,29.607,269.1,215.0
5520,47.41,42.48,65.84,72.39,35.89,266.1,216.0
5521,43.4,41.99,71.2,74.76,32.045,268.5,215.9
5522,59.04,51.86,70.55,79.1,42.22,265.7,216.1
5523,43.65,42.44,69.07,72.55,37.0859,269.7,213.5
5524,59.37,51.86,71.53,80.37,42.88,266.4,216.8
5525,60.07,52.88,71.65,80.17,41.53,267.3,216.9
5526,47.7,42.68,66.0,72.63,36.64,265.8,215.5
5527,50.16,42.19,66.53,75.95,53.1,267.2,216.1
5528,46.64,42.6,80.29,86.31,46.871,270.1,216.3
5529,56.75,52.68,75.83,81.31,22.8,265.6,214.2
5530,48.19,47.19,75.62,78.65,25.03,268.9,214.2
5531,48.6,47.43,64.61,67.72,22.79,270.0,216.0
5532,59.25,52.1,70.79,79.27,42.7,265.3,214.0
5533,53.06,52.63,76.98,79.72,31.134,267.2,214.0
5534,48.48,46.82,66.33,69.85,24.46,271.1,215.1
5535,49.01,47.48,85.74,89.42,34.14,270.4,215.7
5536,60.35,52.18,85.62,95.32,58.2,266.8,215.5
5537,55.81,51.9,81.89,87.7,41.91,268.8,215.9
5538,59.25,52.1,70.75,79.27,38.87,264.5,217.2
5539,56.22,51.86,66.25,72.06,28.42,269.7,215.9
5540,56.26,51.82,66.21,72.06,26.81,269.7,216.6
5541,56.26,49.36,84.55,92.82,43.98,267.5,214.8
5542,51.18,47.27,81.89,87.74,43.71,269.1,216.0
5543,54.87,48.99,78.12,86.06,64.926,267.4,213.3
5544,45.9,41.21,71.2,77.59,38.58,266.7,215.2
5545,53.15,52.43,75.42,78.2,22.96,267.3,216.0
5546,51.67,45.06,76.24,83.85,30.12,271.1,215.8
5547,50.24,42.56,66.33,75.46,45.43,264.5,217.5
5548,54.42,51.98,85.9,90.53,41.716,269.0,216.3
5549,43.61,41.99,65.63,69.32,30.432,267.8,215.3
5550,55.52,46.86,70.3,80.33,54.69,266.6,215.8
5551,48.64,43.42,73.21,80.37,53.8756,269.3,216.2
5552,56.22,51.86,66.25,72.06,27.66,268.8,215.9
5553,55.52,46.86,70.22,80.21,55.06,267.0,214.9
5554,43.52,42.52,68.25,71.36,28.607,270.1,214.7
5555,59.86,52.47,78.9,86.6,10.18,275.4,218.3
5556,51.67,44.77,80.54,88.85,49.6,270.3,214.4
5557,46.35,41.7,63.46,69.81,39.416,267.1,214.5
5558,56.38,49.81,71.08,78.12,11.68,275.4,216.9
5559,59.25,52.1,70.79,79.35,44.74,266.8,216.2
5560,56.01,51.9,65.27,70.95,29.76,267.8,215.9
5561,55.32,48.25,85.33,94.05,54.47,266.7,215.5
5562,51.8,45.06,80.37,88.44,43.95,270.8,215.7
5563,49.17,47.8,84.71,88.15,29.9,269.8,214.5
5564,57.45,51.0,77.34,85.61,54.021,264.3,215.0
5565,50.36,46.41,74.89,80.7,40.859,268.3,215.2
5566,57.04,52.39,76.36,82.62,34.68,267.0,215.9
5567,61.13,52.22,75.5,85.78,52.25,263.3,215.3
5568,58.92,53.29,77.39,85.0,54.907,265.9,216.2
5569,57.69,50.63,75.83,84.67,53.804,264.6,217.6
5570,62.15,54.8,85.86,94.62,47.54,267.1,215.5
5571,58.84,52.1,85.08,92.7,22.26,267.7,215.9
5572,60.56,52.39,75.87,85.57,53.28,265.5,217.5
5573,50.16,42.89,79.27,88.07,53.8,268.7,215.6
5574,53.64,52.22,85.12,88.48,23.35,267.1,215.9
5575,47.17,41.82,66.49,73.62,49.328,269.0,215.1
5576,46.68,42.68,79.88,85.82,45.78,269.9,215.1
5577,60.93,53.45,85.57,94.54,51.26,267.5,216.3
5578,50.81,44.28,71.45,78.82,17.82,268.5,217.7
5579,51.8,43.3,70.92,80.5,53.88,274.6,215.5
5580,57.49,52.39,72.27,78.78,27.62,263.3,214.8
5581,51.63,42.36,70.71,81.35,58.9,266.7,216.2
5582,52.61,46.37,67.56,75.7,61.432,269.6,215.5
5583,52.25,46.98,68.87,75.75,48.209,275.3,215.4
5584,51.39,47.15,85.78,91.88,44.09,268.9,214.7
5585,48.15,46.86,64.65,67.88,25.571,271.0,213.2
5586,48.52,46.86,86.23,90.04,33.896,268.2,215.8
5587,49.91,42.44,79.56,88.44,50.76,267.6,214.4
5588,46.39,42.11,80.17,86.27,41.72,269.0,215.9
5589,50.08,46.04,75.17,81.19,46.334,269.0,215.9
5590,51.26,46.08,65.72,72.39,35.39,269.3,216.6
5591,50.98,43.83,80.74,89.38,52.53,268.2,214.1
5592,55.77,47.76,70.18,79.39,45.02,267.9,215.9
5593,59.33,51.82,71.53,80.37,44.17,267.2,216.6
5594,56.34,52.06,66.25,72.1,32.85,269.5,215.5
5595,45.53,41.13,69.2,75.38,41.94,269.6,215.6
5596,55.36,48.25,85.33,94.05,50.82,265.4,216.1
5597,49.83,44.2,68.25,75.54,46.183,269.1,215.7
5598,55.97,51.9,65.31,70.91,28.55,267.9,215.2
5599,49.91,44.16,68.38,75.83,47.809,268.1,215.5
5600,49.01,47.6,74.64,78.2,33.549,270.3,214.8
5601,55.23,56.11,62.28,63.63,18.11,271.1,216.2
5602,60.23,52.27,85.33,94.74,50.88,265.4,216.0
5603,46.31,42.4,79.96,85.94,49.509,269.3,215.1
5604,43.77,42.28,80.09,83.81,37.324,269.7,214.5
5605,61.38,52.35,75.71,86.15,55.89,263.8,215.1
5606,60.68,52.59,75.87,85.49,56.57,267.9,217.2
5607,47.46,42.48,65.84,72.47,37.43,266.1,216.3
5608,44.3,42.44,72.39,76.4,37.047,270.0,214.8
5609,49.17,42.52,68.42,76.03,24.63,267.5,215.9
5610,57.57,52.31,72.76,79.47,28.83,263.3,216.3
5611,59.41,51.9,71.53,80.41,47.03,267.5,216.0
5612,51.3,47.23,85.25,91.1,39.16,268.1,214.3
5613,61.62,53.66,85.66,95.11,53.37,266.4,216.3
5614,51.63,46.78,66.25,72.43,28.18,271.8,217.1
5615,56.95,52.68,85.33,91.3,38.9,270.4,215.0
5616,48.44,47.43,75.83,78.82,23.23,270.0,215.8
5617,46.55,40.92,73.99,81.44,52.792,268.1,214.5
5618,56.87,52.39,76.2,82.26,31.24,265.9,215.6
5619,54.95,47.15,69.85,79.02,52.27,269.7,215.9
5620,49.01,47.43,85.12,88.81,31.83,267.7,214.9
5621,51.3,46.12,65.72,72.43,37.65,270.4,217.0
5622,51.02,44.12,74.15,81.81,19.85,268.4,215.7
5623,53.88,52.06,64.61,68.33,26.543,270.0,215.6
5624,49.46,42.07,79.31,88.03,47.54,268.6,214.8
5625,55.81,47.11,70.38,80.45,57.18,267.2,215.0
5626,60.97,52.02,75.62,86.06,61.02,265.1,214.7
5627,53.76,52.39,85.9,89.34,30.01,270.1,214.6
5628,60.48,52.39,85.49,95.07,54.03,265.4,215.5
5629,53.02,47.02,68.34,76.03,48.995,267.0,215.0
5630,48.48,47.07,85.86,89.46,35.299,271.0,215.4
5631,43.65,42.11,80.82,84.59,37.09,270.6,216.5
5632,55.93,51.86,65.39,70.95,25.78,267.8,216.5
5633,53.52,52.22,85.08,88.4,27.67,270.0,214.6
5634,43.4,42.07,71.12,74.6,33.432,270.9,214.3
5635,50.94,46.21,64.77,71.24,43.145,269.7,215.4
5636,49.99,42.85,78.98,87.66,51.77,268.6,216.3
5637,43.65,42.44,69.07,72.51,35.387,269.6,213.5
5638,53.88,52.02,64.57,68.29,25.16,269.6,215.4
5639,51.3,46.04,66.29,73.53,56.189,268.3,214.9
5640,55.93,48.09,69.32,78.53,50.11,267.1,215.2
5641,49.01,47.48,85.33,89.01,34.31,270.3,215.3
5642,49.38,42.56,68.25,76.03,26.16,268.4,216.5
5643,55.32,48.29,85.33,94.01,52.16,266.8,217.1
5644,51.3,47.27,85.33,91.14,37.73,267.5,215.0
5645,47.29,42.4,65.1,71.65,41.829,269.8,214.9
5646,56.3,51.94,66.25,72.1,29.42,269.1,216.0
5647,53.11,48.13,73.86,80.41,43.24,273.7,214.7
5648,49.95,42.03,66.37,75.7,51.31,265.9,214.8
5649,55.11,52.18,73.05,77.92,34.96,268.4,216.8
5650,50.44,46.33,75.3,81.19,39.46,268.0,214.2
5651,53.88,52.63,85.21,88.48,26.44,270.3,216.8
5652,64.2,56.03,85.45,94.25,20.95,265.4,215.6
5653,62.2,54.6,85.41,94.25,40.44,265.2,215.6
5654,43.57,41.87,81.11,85.16,42.793,269.7,216.4
5655,52.74,51.86,76.03,79.02,26.12,267.5,215.5
5656,55.11,51.57,87.13,92.45,34.532,269.4,216.1
5657,44.18,42.73,80.13,83.85,38.922,271.3,215.6
5658,56.59,52.27,75.62,81.64,34.11,265.6,216.0
5659,50.08,42.15,66.04,75.3,51.51,268.8,215.2
5660,50.4,46.33,75.3,81.19,39.38,267.6,215.4
5661,43.77,42.23,65.63,69.36,33.886,267.7,216.5
5662,51.18,44.32,66.25,74.52,47.94,270.7,215.8
5663,60.19,52.22,85.33,94.83,55.7,266.6,215.9
5664,48.07,47.15,75.54,78.65,29.572,268.6,216.8
5665,53.47,52.1,62.48,65.67,19.18,268.7,215.5
5666,43.4,41.99,71.28,74.84,32.725,269.4,215.6
5667,55.93,51.86,65.39,70.91,25.68,268.5,215.4
5668,61.09,51.82,75.75,86.43,57.88,264.8,216.0
5669,46.55,42.6,80.09,85.98,43.21,268.1,215.9
5670,50.32,47.48,64.86,69.44,28.91,269.5,214.2
5671,53.84,51.94,64.57,68.29,23.54,268.6,215.1
5672,52.08,47.84,86.15,92.21,42.05,270.1,216.3
5673,48.52,47.27,66.0,69.19,24.075,271.3,215.9
5674,50.89,42.6,67.68,77.3,51.73,267.6,215.9
5675,43.03,42.11,60.76,63.79,27.916,270.4,215.1
5676,51.39,46.33,87.5,94.54,53.888,267.3,214.5
5677,48.36,47.39,75.83,78.82,24.44,270.9,216.8
5678,57.4,51.65,68.5,75.91,44.719,266.3,215.1
5679,43.03,42.15,61.66,64.77,32.3355,270.1,214.9
5680,48.85,47.23,85.21,88.89,30.88,269.3,215.8
5681,60.15,53.78,75.71,83.77,51.02,266.1,214.8
5682,51.3,46.08,65.76,72.39,32.08,268.5,216.3
5683,55.28,46.78,70.71,80.62,55.15,266.2,215.4
5684,47.0,43.01,80.09,85.94,42.7,269.2,214.3
5685,49.75,42.36,79.35,88.15,49.95,268.3,215.1
5686,57.08,51.86,86.68,93.88,51.13,263.9,215.0
5687,43.57,41.99,80.74,84.55,39.077,272.9,215.8
5688,49.17,47.68,85.33,88.97,33.57,269.6,215.3
5689,47.95,43.3,62.03,68.21,32.41,268.0,215.9
5690,60.07,52.59,85.49,94.5,51.3,266.9,216.7
5691,53.97,52.76,85.25,88.52,27.53,269.4,216.3
5692,59.25,52.1,70.79,79.35,44.15,265.5,215.4
5693,46.35,42.07,80.21,86.35,42.15,268.2,216.5
5694,48.44,47.56,75.42,78.45,28.986,270.8,216.0
5695,45.9,41.21,71.2,77.63,41.83,268.1,214.9
5696,55.6,47.72,70.1,79.27,49.36,269.9,216.3
5697,60.6,52.35,75.91,85.57,49.05,265.1,217.2
5698,46.88,43.05,80.21,85.98,46.06,271.6,215.0
5699,50.16,42.19,66.53,75.91,52.01,267.4,216.0
5700,50.77,44.65,66.45,73.86,36.12,267.9,214.0
5701,43.89,42.64,68.95,72.39,35.38,271.6,213.0
5702,45.61,41.21,69.32,75.5,45.433,270.8,213.0
5703,50.65,44.45,66.21,73.66,32.67,266.6,214.9
5704,48.19,46.86,65.02,68.25,23.39,270.3,214.4
5705,46.43,41.82,71.16,77.38,39.43,270.9,214.4
5706,56.01,48.7,85.21,94.09,55.95,266.8,213.6
5707,63.67,55.05,75.99,85.98,52.7,266.8,217.1
5708,56.26,51.86,66.21,72.06,28.87,269.8,215.9
5709,50.69,46.7,74.97,80.74,37.82,267.9,214.9
5710,51.18,46.41,64.57,70.83,33.78,270.1,215.8
5711,51.22,46.33,64.94,71.28,34.15,270.0,214.7
5712,43.89,42.4,80.13,83.89,39.422,270.8,214.7
5713,43.65,42.44,70.87,74.35,37.406,271.7,215.0
5714,53.68,52.31,62.48,65.59,16.63,270.9,216.2
5715,59.33,51.16,77.59,87.29,58.33,267.2,215.8
5716,51.96,47.72,86.15,92.21,43.52,271.0,215.6
5717,51.92,43.01,70.63,81.11,57.76,263.6,217.2
5718,46.19,42.4,61.21,66.61,30.02,268.9,215.6
5719,49.01,47.43,85.12,88.85,35.18,269.9,213.9
5720,51.3,47.19,85.25,91.14,40.24,269.3,214.6
5721,47.37,41.66,67.11,74.52,46.089,267.0,215.7
5722,48.52,46.94,85.0,88.73,35.17,271.9,215.9
5723,60.48,52.47,85.49,94.99,52.79,265.8,216.3
5724,56.75,51.0,76.16,83.53,42.945,266.7,215.7
5725,53.64,51.98,62.93,66.41,21.09,269.2,216.6
5726,45.9,41.21,71.2,77.63,42.709,269.0,214.8
5727,50.28,42.73,66.33,75.42,51.27,266.9,217.3
5728,52.57,51.65,76.16,79.02,20.78,269.0,215.2
5729,46.88,42.03,64.86,71.41,41.471,268.1,214.9
5730,65.92,58.98,84.43,91.8,4.74,266.2,215.7
5731,48.85,43.09,74.68,82.05,44.1,268.5,216.3
5732,56.91,52.47,75.58,81.72,35.04,265.7,216.1
5733,56.26,51.86,66.25,72.1,27.8,269.7,217.0
5734,60.56,52.06,76.85,86.76,55.05,266.6,215.8
5735,43.69,42.11,80.82,84.63,40.303,272.3,212.8
5736,49.22,47.8,84.96,88.44,29.99,270.4,215.5
5737,50.94,46.21,64.45,70.63,32.2,270.6,215.9
5738,56.83,50.51,78.37,86.68,61.007,267.9,217.4
5740,50.69,45.76,67.56,74.23,50.374,275.4,215.4
5741,56.87,52.55,85.21,91.14,34.23,269.6,216.2
5742,50.98,46.33,64.45,70.67,35.26,269.2,215.8
5743,48.85,47.6,65.76,68.99,23.9,268.2,216.7
5744,60.93,51.98,75.62,85.98,55.2,264.2,215.6
5745,57.2,52.02,68.42,75.42,48.773,267.0,213.9
5746,51.18,46.98,86.15,92.25,45.7,270.9,216.3
5747,52.12,48.29,82.67,88.32,39.31,271.6,217.2
5748,56.01,51.94,65.35,70.91,26.74,268.5,216.0
5749,46.6,42.6,79.88,85.82,42.96,268.2,216.7
5750,56.83,52.55,85.16,91.1,34.67,267.4,215.1
5751,51.3,46.45,65.02,71.36,34.27,268.3,214.3
5752,49.05,47.52,85.74,89.34,31.65,271.4,215.3
5753,57.16,52.84,85.41,91.39,34.73,268.2,216.1
5754,54.13,47.19,83.2,91.43,41.38,267.7,214.8
5755,56.67,48.05,75.91,86.02,60.48,268.2,216.5
5756,46.06,41.82,80.13,86.15,42.04,269.4,213.9
5757,45.86,40.88,70.87,77.75,51.85,270.5,215.9
5758,43.44,42.03,71.24,74.76,30.573,268.6,215.9
5759,44.26,42.19,78.7,83.12,45.5583,269.5,216.3
5760,51.88,43.3,69.61,79.64,59.86,266.2,213.8
5761,48.93,47.6,65.76,69.03,23.17,269.1,217.0
5762,56.05,48.7,85.21,94.09,52.13,267.1,215.7
5763,51.55,47.93,84.96,90.69,49.414,270.5,215.7
5764,49.54,41.87,72.64,81.85,59.351,268.9,214.1
5765,52.53,47.8,80.46,87.01,45.0,269.9,217.1
5766,48.44,47.56,75.05,78.12,30.36,268.4,214.0
5767,43.28,41.78,71.65,75.42,39.323,270.1,214.2
5768,54.83,51.04,62.97,68.01,18.96,274.9,216.8
5769,52.33,47.68,80.62,87.05,45.95,270.2,214.0
5770,55.64,47.23,70.06,79.8,49.87,265.6,215.8
5771,47.29,42.4,65.1,71.69,42.539,267.8,213.9
5772,57.0,47.97,76.2,86.64,60.37,268.1,216.4
5773,46.68,42.64,80.33,86.27,43.13,268.9,215.8
5774,50.24,42.28,66.58,76.03,54.24,266.9,216.1
5775,51.55,44.65,80.62,88.97,48.95,269.7,215.5
5776,48.11,46.86,64.77,67.92,23.383,271.2,213.9
5777,50.69,46.7,74.97,80.7,36.07,268.3,215.4
5778,46.55,41.62,81.77,88.6,54.291,272.1,214.8
5779,51.71,47.68,85.74,91.59,41.7,270.6,215.3
5780,47.91,47.11,74.76,77.75,29.509,268.1,214.2
5781,49.09,47.72,84.59,88.07,31.15,269.7,215.2
5782,54.01,52.02,65.59,69.4,25.108,271.5,216.3
5783,48.27,47.35,75.46,78.53,27.378,267.0,216.5
5784,54.13,52.84,85.25,88.6,29.21,270.5,215.2
5785,56.95,52.76,85.21,91.1,37.16,267.5,213.5
5786,47.99,47.07,75.58,78.65,29.913,269.7,213.4
5787,49.13,47.64,85.0,88.56,29.67,267.9,215.0
5788,50.73,42.6,67.35,76.77,52.81,269.1,214.6
5789,46.84,41.91,65.02,71.61,38.492,267.2,216.0
5790,56.26,47.19,75.83,86.43,64.19,266.5,215.7
5791,56.95,52.68,75.46,81.35,31.84,268.6,217.5
5792,44.63,42.23,67.27,71.57,33.252,271.0,213.3
5793,46.39,42.15,80.21,86.43,47.292,267.7,215.3
5794,48.72,47.6,84.76,88.15,35.304,269.3,215.5
5795,53.47,52.1,62.56,65.67,16.87,270.6,215.4
5796,54.29,52.18,65.39,69.32,24.47,267.9,215.5
5797,52.7,51.98,75.09,77.87,22.9,266.8,215.7
5798,54.25,52.1,65.39,69.32,22.72,267.9,216.3
5799,44.06,42.15,81.23,85.41,42.517,271.0,215.4
5800,53.19,52.31,77.22,80.21,25.311,266.4,216.2
5801,46.55,42.64,80.09,85.9,42.53,269.5,215.9
5802,49.01,47.43,85.78,89.38,30.31,270.9,214.9
5803,63.79,60.99,68.87,72.92,7.91,269.7,216.1
5804,58.43,51.41,69.97,78.32,41.49,266.2,215.0
5805,43.97,42.48,80.13,83.85,37.57,270.6,214.9
5806,51.47,42.44,69.97,80.37,57.04,266.7,216.2
5807,49.75,43.01,67.6,75.87,47.957,266.6,214.9
5808,61.7,53.78,85.66,95.07,50.81,265.5,217.0
5809,47.13,43.01,81.07,87.05,42.52,269.5,215.9
5810,60.64,52.43,85.74,95.36,52.51,267.1,216.6
5811,49.01,41.74,63.83,72.47,48.29,269.2,215.3
5812,47.41,42.93,75.34,81.68,46.65,271.4,216.4
5813,51.59,47.35,85.78,91.84,41.47,268.0,214.9
5814,56.95,52.59,75.87,81.93,34.66,266.9,217.0
5815,49.95,45.96,75.67,81.48,40.89,269.1,214.4
5816,53.97,52.8,85.16,88.4,26.52,268.0,216.4
5817,55.44,46.78,70.22,80.25,55.32,266.3,215.1
5818,56.87,52.43,81.03,87.21,39.66,268.2,215.3
5819,46.72,42.56,80.17,86.35,50.947,268.1,212.6
5820,56.14,51.73,66.04,71.98,30.58,268.3,216.1
5821,43.28,42.07,69.4,72.76,32.462,271.5,214.9
5822,44.1,42.4,70.3,74.11,35.306,271.9,214.6
5823,50.61,45.88,76.53,83.12,47.664,270.0,216.1
5824,51.51,47.23,85.7,91.84,42.64,267.4,215.1
5825,53.02,48.01,87.79,94.62,46.49,268.4,216.3
5826,54.74,47.84,83.61,91.84,41.99,267.2,214.8
5827,55.93,48.79,85.45,94.13,47.18,265.9,217.2
5828,48.11,46.86,64.73,67.92,23.58,270.0,215.6
5829,46.72,41.7,83.08,90.12,52.64,265.7,215.4
5830,51.47,42.48,69.93,80.37,62.59,266.2,214.0
5831,64.45,64.06,66.08,68.62,24.082,268.7,216.4
5832,47.25,42.32,65.31,72.02,43.642,267.8,216.3
5833,45.82,42.07,61.09,66.49,32.562,270.4,215.5
5834,52.08,47.88,86.15,92.21,41.73,268.8,216.8
5835,57.98,50.34,75.95,85.37,59.4633,264.8,216.6
5836,58.39,51.45,69.97,78.32,45.55,268.0,215.5
5837,59.25,52.1,70.79,79.27,39.94,265.8,216.5
5838,61.09,54.11,76.44,85.16,57.024,266.7,215.5
5839,61.17,52.14,75.79,86.23,55.83,265.9,217.1
5840,48.03,43.3,60.72,66.78,26.71,267.2,213.5
5841,45.74,41.42,69.03,75.25,48.4618,270.6,214.0
5842,59.12,52.14,70.34,78.73,43.61,266.6,215.9
5843,47.33,42.6,66.41,72.59,30.17,267.7,215.3
5844,56.79,47.76,76.03,86.51,57.01,264.1,215.6
5845,55.85,48.74,85.45,94.13,51.74,267.2,215.9
5846,49.95,42.64,80.66,89.58,56.1,266.4,214.2
5847,48.15,47.23,74.89,77.92,27.426,268.5,214.1
5848,58.59,51.61,70.1,78.45,42.86,264.9,213.7
5849,51.3,43.99,81.03,89.79,52.17,270.2,216.0
5850,43.4,42.03,71.28,74.8,32.615,268.4,214.1
5851,52.0,47.8,86.31,92.12,34.09,270.2,215.8
5852,60.48,52.43,85.53,95.07,51.74,265.1,216.5
5853,55.07,47.8,85.04,93.93,56.38,267.5,214.9
5854,60.97,52.02,75.54,85.9,56.1,265.1,215.8
5855,63.26,54.35,76.03,86.35,56.17,265.2,215.7
5856,49.54,43.59,64.49,71.69,30.15,266.3,215.2
5857,56.67,52.59,74.89,80.62,31.09,265.5,215.5
5858,56.34,47.48,75.26,85.57,60.72,268.0,216.3
5859,46.51,43.63,82.18,86.88,33.35,270.6,214.0
5860,53.47,52.1,62.52,65.71,20.74,271.2,214.7
5861,48.07,46.86,76.44,79.84,31.113,266.8,216.3
5862,56.55,52.22,75.42,81.4,33.91,265.6,214.5
5863,53.76,51.9,64.53,68.25,25.747,269.9,214.6
5864,54.09,52.8,85.29,88.6,26.93,269.9,216.0
5865,54.66,51.94,85.21,89.71,28.13,269.3,216.0
5866,50.03,46.04,75.75,81.56,39.65,269.3,216.1
5867,44.26,42.89,79.84,83.48,38.07,270.1,214.7
5869,43.89,42.4,80.13,83.85,35.329,268.0,216.5
5870,54.7,48.58,70.18,77.92,47.24,268.0,215.6
5871,52.0,47.84,85.41,91.47,45.42,267.7,213.1
5872,43.52,42.23,62.32,65.67,29.453,270.0,214.2
5873,56.26,51.82,66.21,72.02,25.87,270.4,216.5
5874,60.48,52.43,85.45,94.95,52.6,265.1,214.8
5875,48.52,46.94,85.45,89.18,33.76,269.3,216.0
5876,48.36,47.52,74.97,77.92,27.512,270.4,214.4
5877,56.71,48.7,75.5,85.12,63.258,268.7,215.2
5878,49.5,47.48,75.99,80.04,32.89,267.6,213.5
5879,56.14,51.94,65.84,71.61,29.66,267.3,216.3
5880,60.27,52.18,85.53,95.11,56.25,266.2,214.7
5881,56.01,51.9,65.31,70.91,27.17,269.1,216.4
5882,50.28,46.21,75.22,81.11,41.614,269.8,215.1
5883,48.56,47.52,65.47,68.58,26.583,269.6,215.8
5884,50.73,42.6,67.31,76.69,48.3,268.4,215.9
5885,63.14,55.83,85.98,94.5,39.96,267.1,215.0
