TEI,TEO,TCI,TCO,Heat,FWC,FWE
49.22,47.8,85,88.52,30.45,269.8,217.3
43.57,42.03,71.69,75.42,35.897,270.2,215.3
48.36,47.48,75.05,78,25.8,269.9,214.9
59.08,51.98,70.71,79.18,39.61,264.3,216.3
56.87,48.13,75.87,86.15,61.46,267.8,217.2
55.56,47.19,70.02,79.72,50.71,264.9,214.4
50.12,42.89,80.66,89.54,55.97,267,215.6
50.12,46.12,76.07,81.97,42.998,268.2,214.8
59.9,55.05,69.44,75.91,36.85,269.5,217.7
56.63,52.51,75.22,81.03,33.21,266.2,215.9
46.43,42.64,61.38,66.74,29.18,268.8,214.6
45.65,41.33,69.07,75.25,45.594,270.2,215
60.52,53.04,85.49,94.5,51.45,265.5,215.4
48.97,47.48,66.25,69.64,23.69,270,216.2
45.82,41.17,71.2,77.59,42.26,268.8,214.8
51.88,42.81,69.97,80.41,58.4,266,214.8
50.69,46.66,75.01,80.74,33.99,267.6,215.7
46.31,42.03,80.21,86.31,41.59,267.8,214.8
62.24,54.03,75.42,85,47.59,265.2,217
48.52,43.5,72.8,79.84,57.307,270.5,215.7
60.27,52.22,85.37,94.83,52.03,266.6,215.5
53.68,52.39,85.04,88.4,28.46,268.5,214.8
55.4,53.17,85.78,90.08,34.54,267.8,216.2
50.44,46.33,75.26,81.19,42.13,269.5,214.5
47.74,42.73,66,72.63,38.14,267,215.3
57.08,52.8,85.29,91.22,34.26,267,215.1
51.22,46.45,64.69,70.91,33.127,269.9,214.6
56.71,52.88,86.31,91.75,31.06,268.4,214.3
48.4,47.43,75.83,78.82,24.98,271,215.7
45.86,41.62,69.07,75.21,47.512,270.4,214.1
43.57,42.03,80.74,84.55,39.968,272.3,215.9
55.85,46.98,75.17,85.53,60.56,268,217.5
49.91,41.95,66,75.25,51.62,269.1,214.5
60.07,52.59,85.82,94.42,37.6,268.2,216.3
45.69,41.17,69.61,75.91,42.78,268.7,214.8
48.11,46.82,64.69,67.92,24.187,270.2,215.3
61.42,52.35,75.67,86.15,58.24,264,214
45.82,41.21,69.48,75.99,49.8021,268.4,212.9
56.75,52.55,85.04,90.94,36.75,268.2,214.6
43.03,42.11,60.8,63.79,27.048,271.7,214.6
50.4,43.46,68.5,76.73,40.34,266.9,214.8
51.14,46.33,64.53,70.79,33.15,269.4,214.4
51.3,46.41,64.98,71.28,31.66,270,215.5
61.91,53.9,85.62,94.99,47.93,265.1,215.6
56.55,47.52,75.91,86.51,66.02,266.6,215.4
51.3,46.08,65.76,72.43,37.26,271.2,215.4
45.86,41.21,71.2,77.63,44.385,269.1,214.6
48.11,46.86,64.65,67.88,25.727,269.6,214.1
55.36,46.86,70.79,80.74,54.39,266.4,217.1
54.01,51.86,64.9,68.83,24.26,271.1,216.7
52.12,47.88,86.15,92.21,41.25,268.2,215.3
56.5,52.43,74.68,80.37,29.81,267,216.6
63.38,55.54,84.88,93.19,13.55,266.3,215.4
56.95,52.59,75.79,81.81,34.28,267.3,216.1
43.61,42.07,80.78,84.59,40.205,271.4,214.5
43.73,42.28,80.13,83.85,38.799,270.2,214.7
51.88,47.68,86.19,92.21,41.06,269.2,216.2
54.95,47.15,69.85,79.06,52.84,268.6,215.7
51.26,44.08,80.99,89.58,47.69,268.5,215.8
45.12,42.11,81.68,86.72,42.112,270.6,214.6
55.03,47.72,85,93.88,55.22,268.3,215.5
51.47,42.44,69.93,80.37,55.8,265.3,216.6
43.97,42.44,80.09,83.89,39.596,270.5,214.7
56.46,49.15,85.33,94.13,49.59,267.3,216.3
56.55,52.51,74.89,80.66,34.1,266.1,215.9
56.67,49.28,70.67,79.47,46.57,266.5,215.9
57.45,51.04,77.43,85.74,56.049,263.8,215.2
56.75,52.63,85.12,90.94,34.47,267.3,215.6
55.85,46.98,75.17,85.53,63.37,267,214.7
56.22,51.98,85.53,91.51,37.96,268.7,215.9
51.59,47.39,85.9,91.8,36.12,267.3,214.4
47,41.82,82.26,89.46,54.2,265.5,214.9
61.09,52.14,75.46,85.78,49.62,263.1,217
42.87,41.82,61.13,64.24,26.326,269.1,215.9
50.81,42.89,66.9,76.07,48.27,268.5,214.9
54.17,52.1,65.39,69.32,24.91,268,217
58.22,52.55,70.87,78.08,36.76,265.8,217
58.43,51.45,69.97,78.32,42.28,266.2,215.3
45.78,41.25,69.56,75.91,45.213,268.9,214.2
49.46,42.4,78.45,86.92,48.58,266.8,212.9
45.86,41.13,71.16,77.59,40.95,268.6,215
49.17,47.64,85.74,89.42,33.07,269.3,216.7
51.18,46.41,64.57,70.87,36.13,269.8,214.8
45.9,41.21,71.2,77.63,44.581,270.5,214.4
59.37,51.86,71.57,80.37,46.29,267.7,214.4
51.02,46.33,64.49,70.67,32.42,269.6,216.1
51.59,42.44,70.71,81.31,59.85,265.6,215.9
57.36,48.99,75.75,85.53,51.52,265.8,216.8
48.11,47.23,74.97,78,27.973,267.1,214.5
55.36,48.29,85.29,94.05,56.49,267.3,215.8
60.43,52.35,85.49,95.07,55.45,264.8,214
52.82,51.86,76.32,79.43,28.742,268.8,216
49.22,47.8,84.96,88.48,32.41,270.7,214.3
43.4,42.03,71.2,74.76,33.894,269.4,215.9
53.64,52.27,62.44,65.63,18.77,269.1,216.7
49.01,41.74,63.79,72.47,47.68,268.5,216.3
45.82,42.97,77.84,82.71,40.201,271.5,216.3
43.61,42.03,65.63,69.28,30.756,268.5,214.8
52.61,47.76,87.5,94.25,52.03,271.2,215.5
49.99,42.4,80.09,89.3,58.35,266.2,214
47.17,42.32,65.8,72.35,41.699,268.7,215.3
56.42,49.81,71.37,78.53,17.91,275.4,214.8
49.34,47.8,83.85,87.66,39.418,269.9,214.4
55.97,48.62,85.25,94.13,51.26,266.7,216
53.06,54.15,58.8,59.82,11.64,270.4,214.9
58.26,51.49,71.9,79.06,11.87,275.3,215.5
48.64,46.57,77.88,81.93,30.37,268,216
57.12,53.04,86.27,91.88,27.84,268.3,216.4
53.11,52.35,75.09,77.92,23.44,267.9,216.3
56.91,52.47,75.54,81.68,34.92,265.2,215.7
50.28,42.81,79.76,88.68,52.17,267.4,214.3
51.3,46.12,65.72,72.39,34.71,267.4,215.5
55.4,48.25,85.37,94.13,53.9,268.6,217.1
49.09,43.05,74.4,82.05,55.729,275.4,214.9
47,41.87,66.21,73.08,44.195,268.4,216.3
54.09,52.8,85.29,88.6,26.75,269.3,215.8
55.36,47.56,69.93,79.06,51.68,269.7,215.2
48.44,46.82,66.29,69.85,26.465,269.9,215.7
57.24,52.63,76.36,82.67,38.23,267.5,215.7
55.11,51.77,86.43,91.75,41.0087,268.1,214.8
51.59,44.57,77.96,85.94,29.35,268.8,215.6
53.11,52.39,75.17,77.96,22.79,267,216.2
56.01,52.1,65.27,70.75,28.18,267.4,215.6
60.64,52.43,85.66,95.32,54.85,265.7,214.8
52.98,52.22,75.13,78,24.81,266.6,215.5
48.56,42.93,65.14,72.39,46.101,269.5,214.7
61.83,52.59,75.99,86.72,57.73,264.3,217.3
51.43,45.51,70.42,77.34,22.77,269,215.4
43.44,42.52,68.38,71.57,34.1609,269.6,214.7
56.01,51.77,76.03,82.01,36.48,266.6,215.5
56.26,51.86,85.62,91.8,40.9,266.7,213.9
50.94,46.25,64.45,70.67,35.19,269.7,215
48.23,43.01,67.44,74.19,43.16,271.9,213.5
50.12,42.15,66.53,75.91,50.24,266.5,216.3
49.99,42.44,79.96,89.05,55.8,267.6,214.7
66.74,67.21,67.6,69.52,27.619,271.3,217.8
50.89,44.73,66.66,73.98,30.44,268.8,215.8
56.01,48.7,85.21,94.09,52.09,266.9,216.5
48.27,47.31,75.58,78.65,28.702,271.5,215.1
56.14,47.23,75.17,85.49,57.43,267.3,216.9
45.94,41.25,71.2,77.67,44.805,269,214.4
52.2,43.54,70.67,80.9,61.19,265.5,215.7
56.79,51.57,71.61,78.41,35.66,264.9,215.6
61.29,53.86,85.62,94.46,45.92,267.4,217.5
56.95,51.77,68.21,75.09,40.317,266.8,217.2
49.99,42.68,80.66,89.58,54.97,267.8,216.4
59.7,52.1,71.73,80.66,44.27,267,216.9
59.12,52.02,70.55,79.02,42.1,265.9,215.9
43.73,42.03,70.3,74.19,34.214,266.1,216.5
56.42,52.06,66.25,72.39,40.554,268,215.1
61.62,53.66,85.7,95.15,53.25,266.1,216.1
58.84,52.84,73.74,80.25,3.57,269.7,216.4
60.23,52.22,85.37,94.83,53.48,265.9,214.8
51.8,42.64,69.97,80.41,57.43,266.4,214.2
54.74,47.84,80.17,87.7,23.9,275.4,214.7
51.3,46.45,65.02,71.32,33.83,270.7,215.3
59.21,52.22,70.34,78.78,45.43,266,215.2
43.52,41.82,80.25,84.18,39.808,270.7,214
47.95,42.56,66.9,74.03,45.239,267.9,216.6
49.09,47.56,85.74,89.42,34.91,271.3,215.2
48.36,47.48,75.09,78.04,26.41,270.6,214.2
43.36,41.91,80.17,83.89,38.717,270.4,215
52,42.52,70.22,81.07,61.42,266,214.9
54.62,53.29,76.61,80.33,39.989,266.3,215.8
55.93,51.9,65.31,70.91,30.43,268.2,214.8
53.31,52.1,75.95,79.31,29.689,266.6,215.7
53.23,51.86,62.44,65.55,17.49,271.1,214.6
52.66,51.9,75.13,78,25.11,267.1,215.2
51.59,46.74,66.21,72.43,33.86,274.1,215.1
56.01,48.7,85.33,94.09,50.16,268,215.4
48.93,47.64,65.76,69.03,23.84,265.6,214.8
51.59,47.39,85.78,91.88,42.55,266.3,215.3
45.53,41.13,69.2,75.38,44.525,270.9,214
50.94,46.16,64.73,71.16,38.768,268.6,215.9
54.54,52.02,66.49,70.75,26.52,270.5,214.7
50.89,43.18,66.66,75.7,51.67,269.6,214.7
52,47.8,85.45,91.47,41.26,268.5,215.2
56.01,51.9,65.39,71.12,31.64,267.9,215.7
50.85,43.46,81.11,90.16,63.61,270,213.9
58.22,58.16,56.54,56.83,1.682E-45,3.868E-45,3.097E-45
56.34,47.8,71.08,80.95,56.08,268.7,215.2
48.64,47.43,64.65,67.76,22.53,269.8,213.6
57.16,52.8,85.29,91.22,31.42,267.1,215.5
51.3,47.15,85.74,91.75,40.86,267.3,215.9
48.89,47.27,85.45,89.18,32.43,268,214.7
55.32,48.25,85.33,94.05,56.74,267.8,214.9
51.3,47.23,85.25,91.1,39.92,269.1,214.4
51.3,47.27,85.29,91.14,39.91,268.7,215.5
47.09,41.95,66.21,72.92,40.12,269.8,215.3
43.24,42.23,61.21,64.28,26.797,269.3,214.3
53.84,51.94,64.53,68.25,23.26,268.2,215.1
50.69,46.66,74.97,80.74,36.87,268.3,214.9
56.67,52.59,74.93,80.62,31.44,267.8,215.5
60.31,52.22,85.49,95.11,53.18,265.1,216.8
48.15,46.86,65.02,68.29,24.929,269.6,216.5
50.69,44.57,66.29,73.7,32.22,266.6,216.1
58.55,51.57,70.1,78.45,40.5,263.8,214.5
43.97,42.56,70.18,73.7,31.719,270.7,215.7
51.26,44.12,80.99,89.54,47.42,268.4,215.7
56.14,51.9,65.84,71.61,27.39,266.3,216.4
51.3,47.27,85.33,91.18,39.01,267.7,215.5
50.16,42.28,65.92,75.13,49.39,268.4,216
51.71,48.17,74.44,79.68,32.01,269.7,215.5
43.16,42.07,61.21,64.32,26.862,270.2,212.9
49.95,44.12,68.46,75.91,44.565,268.5,216.5
55.56,56.52,62.81,64.16,20.87,272.7,217.2
55.6,47.15,70.18,79.8,48.552,267.8,214.7
58.43,50.26,75.75,85.53,65.7162,269,214.7
55.11,48.58,69.73,78,58.25,268.9,214
45.61,41.25,69.4,75.5,39.53,269.2,215.7
52.74,51.98,75.87,78.78,26.853,267.6,215.4
52.61,48.05,73.13,79.31,34.7,266.7,215
45.41,42.19,81.56,86.68,37.57,269.5,215.2
51.84,43.01,71.94,82.01,51.67,266.9,215.7
52.45,44.32,70.83,80.04,50.45,274.3,215.5
43.65,42.03,65.02,68.74,33.765,270.7,214.9
49.17,47.72,85,88.52,29.54,268.5,215.2
48.23,46.9,65.02,68.29,24.275,270,215.6
48.64,43.05,74.76,82.01,46.73,268.5,214.3
47.29,42.19,66.25,73.04,42.198,268.4,216.3
53.47,52.27,84.92,88.19,28.45,268.9,213.9
43.4,41.95,71.2,74.72,29.262,268.7,215.9
56.01,51.98,65.35,70.87,26.46,267.9,215.4
43.07,42.03,69.24,72.51,34.554,271.6,214.5
58.63,53.13,78.04,85.49,50.527,264.8,216.9
48.72,47.48,64.9,68.09,23.39,268.9,215.1
48.48,47.02,66,69.4,25.47,270.3,215.4
43.93,42.44,80.09,83.81,37.812,270.4,214.2
58.84,53.04,72.51,79.8,39.74,267.6,215.4
55.19,46.74,70.63,80.58,57.96,266,215.3
51.3,47.27,85.33,91.14,39.63,269.4,214.7
51.63,44.69,80.54,88.85,46.6,270.8,216.1
50.2,42.28,66.58,75.91,50.19,266.7,216.3
51.92,43.54,70.87,80.41,56.35,275.4,216.1
60.56,52.27,75.87,85.53,52.88,267.3,215.9
62.11,54.64,85.33,93.88,35.22,267.3,216
48.32,47.35,75.79,78.78,23.96,269,216
49.05,47.52,85.37,89.01,31.98,268.8,215.1
48.07,46.9,75.38,78.78,34.014,268.9,215
63.63,59.64,70.22,75.01,-0.2,269.9,215.9
52,46.04,66.74,74.64,58.422,268.1,216
49.17,47.6,85.78,89.42,31.31,270.9,216.1
51.84,42.56,70.75,81.44,58.51,265.1,215.8
64.24,56.32,85.9,94.7,26.46,265.2,217
60.97,51.98,75.58,85.94,56.18,265.9,215.7
56.95,52.68,75.46,81.35,30.98,267.5,217.5
56.91,52.63,85.33,91.35,38.81,268.6,215.2
59.41,51.86,71.53,80.37,43.85,267.7,216.4
49.99,46.53,76.53,81.52,23.39,268,215.8
43.81,42.19,65.63,69.36,31.108,265.4,214.5
56.26,47.97,74.56,84.38,59.44,267.2,215.6
56.42,52.02,85.66,91.84,42.8,269.4,214.4
49.13,47.68,85.04,88.6,32.8,271,214.5
48.97,41.7,63.83,72.51,48.93,268.3,215.2
55.97,48.62,85.21,94.13,51.35,264.3,214.7
43.65,42.11,80.82,84.59,37.585,271.1,216.2
43.48,42.07,71.24,74.8,32.468,269.4,216.1
50.03,46,75.79,81.68,40.92,267.9,215.4
50.94,47.11,76.24,82.34,57.212,269.4,214.9
62.11,54.27,85.57,94.74,45.35,266.1,216.5
48.52,47.19,64.98,68.25,24.738,270.5,215.1
53.11,52.22,75.99,78.86,21.38,267.6,215.4
50.53,46,79.84,86.43,52.969,267.7,215
60.48,52.43,85.49,95.03,51.73,264.2,215.7
53.56,52.92,74.76,77.55,25.25,267.8,217.4
56.3,51.98,66.25,72.06,29.76,270.6,216.7
56.95,52.68,85.33,91.3,37.39,268.9,215.3
43.89,42.44,80.09,83.81,39.19,270,213.7
47.17,43.91,61.74,66.86,33.08,266.3,216.3
45.9,41.25,71.2,77.71,47.643,268.9,214.3
57,52.59,75.46,81.6,34.77,265.3,217.3
43.73,42.23,80.25,84.02,38.334,269.3,215.3
56.75,52.68,84.51,90.44,41.08,268.5,216.1
60.64,52.27,75.95,85.65,51.26,267.4,216.4
50.73,46.74,74.97,80.78,40.687,269.4,215
60.93,51.94,75.62,85.98,52.14,264,216.5
61.21,51.98,75.83,86.51,56.84,263.7,216.3
51.8,42.36,70.22,81.07,63.11,266.2,214.8
54.17,47.39,82.83,90.69,33.18,268.4,214.6
60.6,52.39,85.66,95.32,52.9,266.1,216.5
56.26,51.86,66.25,72.06,28.06,270.5,215.6
53.31,53.08,74.64,77.26,31.872,266.6,215.9
57.24,52.68,82.71,88.93,38.63,270.1,215.8
56.91,53,75.09,80.82,36.09,267.3,217.4
47.62,41.46,63.75,71.36,40.663,267.6,215.6
61.09,51.86,75.75,86.43,58,263.6,215.5
53.8,52.35,85.33,89.09,40.648,271.2,215.3
56.95,52.76,75.42,81.35,35.27,265.7,215.6
57.77,54.35,74.4,79.84,41.71,268.3,217
43.97,42.44,80.09,83.85,37.263,270,215.5
43.48,42.19,70.83,74.23,31.078,271.2,215.5
48.77,47.15,66.33,69.85,25.802,271.9,215.8
53.97,52.1,64.24,67.8,18.85,270.9,216.3
49.87,42.23,79.96,89.09,52.75,267,215.6
49.26,47.68,84.59,88.4,37.939,269.7,214.6
61.53,61.52,59.98,60.35,1.682E-45,3.868E-45,3.097E-45
56.01,51.9,65.31,70.91,27.19,268.3,215.7
56.95,52.76,85.21,91.02,32.95,267.9,215
56.14,47.43,75.17,85.41,63.49,267.5,215.4
43.69,41.82,80.74,84.92,43.417,268.3,213.2
49.99,43.87,65.47,72.92,37.07,269.6,216.1
61.66,53.66,85.62,94.99,49.81,265.4,214.7
45.53,41.17,69.28,75.46,44.914,269.5,213.7
49.22,47.8,84.96,88.52,33.13,270,215.3
50.32,44.04,66.04,73.53,30.76,267.1,216.2
47.99,47.07,75.54,78.65,30.455,268.9,215.1
45.9,41.58,69.07,75.17,42.195,270.3,215.3
52.41,46.25,78.7,86.88,64.0017,267.8,215
55.19,48.05,84.96,93.68,51.76,266.7,215.7
48.4,47.56,75.01,77.96,26.511,269.3,215.7
59.04,51.94,70.63,79.14,46.08,266.8,215
61.54,53.62,85.66,95.11,55.34,265.6,215
55.93,51.9,65.27,70.83,28.73,268.3,215
61.17,61.11,59.61,59.94,1.682E-45,3.868E-45,3.097E-45
53.72,52.8,77.59,80.66,27.459,265.8,215
56.95,52.72,75.42,81.35,35.28,268.7,217.1
50.32,46.37,74.81,80.58,38.17,267.7,215.8
49.5,47.56,83.94,88.11,41.42,270,214
55.32,48.17,85.37,94.13,56.4,268.4,215
54.09,47.27,82.95,91.02,39.83,269.1,215.3
57,52.8,85.21,91.1,36.04,266.6,213.8
46.84,41.95,65.06,71.61,41.563,269.4,214.8
58.39,53.17,87.01,94.01,47.66,268.1,214.8
47,41.87,66.21,73.04,44.084,269.9,216.3
43.57,42.52,68.17,71.28,28.053,271.9,214.8
43.36,41.95,71.33,74.93,34.373,268.9,215
57.24,50.14,75.09,83.89,54.82,266.6,216.6
48.4,46.94,65.96,69.36,25.734,270.6,215.2
61.01,52.92,85.57,95.03,47.46,265.6,216.9
63.51,55.34,82.63,91.1,11.5,268,215.6
50.61,46.66,74.97,80.74,41.313,269.4,213.9
48.36,47.48,75.09,78.08,27.834,270,214
59.33,53.04,76.24,84.02,42.98,268.6,216.7
50.85,44.57,70.22,77.38,18.95,268.7,216.7
48.36,47.48,74.97,77.92,24.77,268.7,216.1
61.58,53.62,85.66,95.11,54.35,266.9,216.1
48.44,47.27,65.06,68.21,24.642,270.3,215.8
55.4,46.9,70.83,80.82,55.68,265.3,216.2
56.01,51.94,65.35,70.91,27.05,268.1,215.3
65.84,60.95,75.5,80.9,-3.05,272.3,216.4
50.2,42.23,66.53,75.91,50.72,266.8,216.3
43.52,41.87,72.64,76.4,33.218,269.6,215.4
55.93,52.39,86.52,91.96,37.89,267.7,216.3
48.44,47.56,74.97,77.96,26.596,269.6,216.5
56.5,52.88,75.01,80.41,35.1,266,212.9
56.22,47.84,70.63,80.21,49.18,269.6,216.6
56.01,51.94,65.35,70.91,26.29,267.9,216
50.24,46.21,75.22,81.11,41.602,268,214.7
50.12,42.19,66.53,75.91,51.38,266.6,216.5
50.73,46.7,75.01,80.74,35.07,268.1,214.9
56.95,52.68,85.33,91.26,34.79,269,216.4
48.4,47.6,74.72,77.71,29.834,269.6,215
56.95,52.59,85.66,91.67,34.74,268.7,216.8
62.4,53.25,75.99,86.55,56.8,264.8,216.1
55.64,47.23,70.06,79.76,49.06,266.4,216
48.97,47.68,65.8,69.03,23.38,268.4,215.2
51.55,45.06,74.56,82.05,26.51,270.4,217.2
48.36,46.9,65.92,69.32,25.49,270.1,215.2
48.68,47.72,74.85,77.96,29.454,269.5,215
61.13,53.74,87.21,95.89,42.26,266.8,215.8
46.92,42.77,80.13,86.39,51.039,267.8,215.9
51.3,47.27,85.37,91.18,37.99,268.5,215.6
53.68,52.27,62.52,65.71,17.81,269.9,216.7
55.89,48.74,85.49,94.17,54.9,269.8,215.1
64.49,56.24,85.82,94.74,22.72,264.9,215.4
57.12,50.26,85.37,93.72,45.73,267.7,217.1
50.61,46.62,74.85,80.62,38.87,269.4,215.2
55.32,48.29,85.37,94.09,58.93,268.3,214.7
56.95,52.59,75.87,81.93,36.62,267,214.9
56.46,52.43,74.64,80.33,29.12,265.4,217.3
51.8,42.52,70.71,81.44,59.21,265.9,217.1
60.76,54.19,75.87,83.89,39.13,266,217.8
46.96,42.52,81.15,87.41,44.42,270,215.4
56.26,47.15,75.87,86.43,60.91,265.7,215.1
46.35,41.7,71,77.26,38.87,270.3,214.7
46.35,42.15,79.96,86.06,44.31,268,214.9
56.91,47.93,76.2,86.55,57.4,267,216
51.43,46,68.62,75.21,26.7,269.7,214.8
56.26,51.86,66.21,72.06,29.09,269.9,215.8
60.07,52.55,85.41,94.42,50.41,267,216.6
60.64,52.27,75.91,85.65,53.27,267.8,216.5
47.54,42.56,65.14,71.69,38.37,267.7,213.8
51.3,42.64,69.52,79.59,57.84,266.5,214.7
47.17,42.11,66.21,73,45.598,269.4,215.2
48.85,42.56,82.54,90.44,48.6,267.4,214.9
52.57,51.73,76.12,78.78,15.5,269.4,215.1
43.85,42.36,80.09,83.81,36.641,269.9,216.1
48.11,46.86,64.69,67.92,25.566,270.9,215.8
49.01,47.39,85.7,89.34,30.22,270.7,215.5
49.34,42.28,78.45,86.92,48.64,267,213
45.94,41.25,71.2,77.67,43.25,269.1,216
51.22,47.07,85.82,92,47.08,267.2,216.1
56.67,52.55,75.83,81.93,44.93,266.6,215.8
45.04,42.44,77.63,82.42,43.983,269.9,215.6
43.48,41.78,80.5,84.59,45.291,270.5,215.6
61.62,53.62,85.66,95.11,52.05,267.3,217.2
51.55,47.39,73.58,79.27,27.06,266.9,216.7
50.2,46.21,75.75,81.6,38.62,265.9,215.7
62.07,54.23,85.62,94.83,48.13,266.4,216
54.78,47.84,83.61,91.88,41.91,267.3,215.2
46.76,42.64,80.17,86.31,48.668,268.2,215
49.95,42.19,65.63,74.64,45.8,268.9,216.1
45.9,41.25,71.2,77.63,42.506,267.5,215
56.79,52.51,85.16,91.1,33.05,267.5,217
50.32,47.31,86.72,91.75,39.42,267.6,215.2
53.39,48.29,80.7,87.54,46.73,273,218
53.11,52.39,75.3,78.12,25.04,267.3,214.8
56.95,52.68,85.33,91.3,37.51,269.2,215.4
44.71,42.64,69.69,73.82,36.74,272.9,215.6
43.73,42.28,80.21,83.93,37.456,268.6,215.6
48.56,47.52,75.05,78.28,31.863,269.9,215.2
54.95,51.61,77.51,82.34,20.16,265.9,214.8
46.39,42.19,80.09,86.15,43.24,269.1,215.4
50.03,42.77,80.7,89.58,55.35,267.1,215.3
48.4,47.39,75.79,78.78,24.73,272.9,215.2
51.3,43.95,81.11,89.91,51.38,268.3,215
49.26,47.43,66.33,70.14,31.158,271.9,215.1
53.06,52.14,76.12,79.02,21.61,267.4,215.4
45.65,41.25,69.4,75.54,42.848,270.2,213.5
53.92,52.68,85.21,88.48,27.15,269.9,214.9
51.43,45.35,67.19,74.48,36.366,271.1,213.8
60.64,52.27,75.87,85.61,52.8,266.9,215.9
46.84,41.09,74.15,81.68,51.14,268.1,215.4
55.03,48.83,71.2,79.02,44.62,266.6,217
50.4,46.04,66.17,72.1,39.177,275.4,214.9
49.67,42.32,79.06,87.74,46.8,267.6,214.2
52.78,51.94,75.87,78.78,24.73,266.8,213.5
49.3,43.83,63.79,70.59,31.37,268.5,215.7
56.26,47.72,74.89,84.92,60.11,267.6,215.8
47,41.82,66.25,73.17,43.583,267.7,216.5
56.34,47.68,71.2,81.27,54.44,267,217.4
50.12,46.08,75.17,81.07,42.58,268.4,214
48.48,47.15,85.37,89.05,41.525,271.2,214.7
50.03,49.15,61.66,64.16,8.838,271.3,214.1
54.29,52.39,65.02,68.78,26.499,271.7,215.6
47.37,42.68,75.38,81.89,46.97,269.7,214.5
63.26,55.3,85.78,94.91,39.39,266.5,217.2
56.34,52.06,66.21,72.02,31.21,269.6,215.6
51.3,46,66.74,73.78,48.3765,269.8,214.9
53.27,52.06,62.4,65.47,20.04,269.9,215.5
58.18,51.86,70.18,78.04,42.336,266.4,216.8
51.18,46.45,76.57,83.28,52.44,269.4,215.5
50.44,46.33,75.26,81.19,39.47,268.3,216.3
50.69,46.7,74.93,80.7,39.79,268.9,213.6
43.81,42.32,80.13,83.81,36.576,270.6,213.8
48.77,47.15,84.71,88.48,33.96,269.3,216.2
53.88,52.06,64.61,68.33,26.05,269.2,215.8
43.36,41.95,71.33,74.89,32.602,269.1,215.5
43.61,41.87,64.77,68.78,38.868,267.1,215.5
43.44,42.07,71.24,74.76,32.538,268.1,214
45.86,41.05,71.45,78.16,49.958,268.5,214.6
45.65,41.33,69.36,75.54,45.114,270.6,215.9
50.2,42.23,66.53,75.95,53.42,266.4,215.1
43.52,42.28,70.96,74.31,30.666,270.7,215.2
42.91,41.87,62.03,65.26,32.6503,271.1,214.6
51.55,45.71,67.27,74.84,49.647,268.5,216.2
43.65,42.07,80.82,84.59,36.509,271.9,216.5
56.22,51.82,66.25,72.06,26.04,269.6,217
48.32,47.39,75.79,78.82,26.29,268.4,216.7
48.15,46.86,64.65,67.88,24.177,269.5,214.6
52.94,52.22,75.17,78,24.51,266.1,215
53.15,52.39,75.13,77.96,23.57,266.5,214.5
45.9,42.11,61.09,66.49,31.5,269.8,214.7
56.34,47.68,71.2,81.23,57.42,269.4,216.7
50.2,46.21,75.75,81.56,38.93,267.3,214.9
51.3,43.99,81.07,89.79,50.57,268.2,214.1
50.12,46.04,75.17,81.19,44.969,268.4,215.3
54.87,47.93,83.81,92.12,46.28,268.4,214.1
43.48,42.44,68.46,71.61,29.051,269.5,213.7
43.61,42.11,80.78,84.59,41.696,271.9,214.6
43.81,42.11,79.76,83.85,45.8543,270.2,214.2
48.11,46.86,64.65,67.88,24.713,269.5,216.2
51.92,47.72,85.45,91.47,41.05,268.8,215.8
52.94,47.72,69.28,76.15,49.937,275.4,215
55.6,46.94,70.3,80.29,53.88,267.3,216
56.26,51.86,66.25,72.06,27.86,269.8,215.3
51.34,46.29,66.21,73.04,45.507,268.1,215.6
52.16,47.88,86.19,92.25,41.83,270,215.1
56.01,48.58,85.25,94.13,50.44,266.8,214.8
50.81,46.62,76.2,82.13,37.36,268.4,215.8
56.95,52.68,85.33,91.3,35.99,267.2,215.2
53.11,52.35,75.26,78.04,21.46,266.7,215.9
46.31,41.87,81.15,87.33,42.86,271,214.6
59,51.94,70.67,79.14,40.02,264.2,216.9
55.97,51.86,65.31,70.91,28.76,268.9,214.5
51.26,42.36,69.61,79.84,54.37,265.7,215.3
55.85,53.04,81.6,86.39,38.4,269.7,214.2
50.77,46.62,75.26,81.19,41.06,268.8,213.6
51.3,46.12,65.72,72.39,36.48,270,216.2
55.85,51.2,65.39,71.12,17.71,273.4,217.5
51.39,42.81,69.48,79.51,60.41,266.6,213.8
48.44,46.78,85.41,89.09,29.08,268.2,215.8
51.22,46.98,85.78,91.8,38.57,268.2,216.5
49.17,43.83,63.67,70.46,35.98,269.1,215.5
60.64,52.27,75.83,85.61,55.88,266.8,214.9
52.16,43.99,70.79,80.21,54.73,273.8,216.8
50.44,46.08,66.13,72.02,37.479,275.4,214.9
50.94,46.25,64.45,70.67,34.76,270.5,216.1
48.32,47.31,75.5,78.61,27.802,270.5,216.9
55.93,51.82,65.35,70.87,24,266.8,214.3
59.37,52.18,70.63,79.14,40.56,266.6,216.9
46.64,42.6,80.29,86.27,45.8,269.7,215.3
47.05,42.03,65.96,72.63,40.681,267.7,215
51.22,46.45,64.57,70.87,33.16,267.6,215.7
60.23,52.18,85.33,94.83,52.46,266.5,216.3
51.96,47.97,84.76,90.69,44.8,267.1,213.5
46.47,42.19,80.25,86.39,43.09,267.4,214.6
